Identifier,,Progress,,,,,,,,,Deal Info,,,,,,,,,Sources,,,,,,,,,,FDI MARKETS DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deal ID,Present in '22?,Reviewer,Review Date,Review Status,Analyst,Analyst (after 10/15/2025),Checked Date,Confidence Status,Duplicate Pair ID (Original),Comments (changes made),Deal Status,Amount - Announced (Million USD),Amount - Completed (Million USD),Estimated (Y),CN Deal Stake (%),Date [MM/DD/YYYY] - Announced,Date [MM/DD/YYYY] - Completed,BU Sector,BU Sub-sector,Source (Deal Status),Source (Amount - Announced),Source (Amount - Completed),Source (Deal Stake %),Source (Date [MM/DD/YYYY] - Announced),Source (Date [MM/DD/YYYY] - Completed),Source (BU Sector),Other/General Sources,Subregion,Year (Announced),Project date,FDI Project ID,Investing company,Parent company,Parent company ID,Source country,Source state,Source city,Region,Destination,Relocation from,Industry sector,Sub-sector,Cluster,Industry activity,Jobs created,Estimated,Capital Investment (US$m),Estimated,Project type,Project status,Motive description,Markets served,Joint venture companies,Source,Contact name (1),Position (1),Email (1),Telephone (1),Contact name (2),Position (2),Email (2),Telephone (2),Contact name (3),Position (3),Email (3),Telephone (3)
2947,,,,,Alif,,06/13/2025,Medium,,Opening new coworking centers in Ho Chi Minh City and Hanoi. Information about completion date and investment value is not available,Announced,,,,,04/09/2017,,Industry & Trade/Ser,Business Services,https://www.mingtiandi.com/real-estate/projects/naked-hub-expanding-co-working-network-across-five-cities-in-china-and-vietnam/,,,,https://www.mingtiandi.com/real-estate/projects/naked-hub-expanding-co-working-network-across-five-cities-in-china-and-vietnam/,,https://www.mingtiandi.com/real-estate/projects/naked-hub-expanding-co-working-network-across-five-cities-in-china-and-vietnam/,,Southeast Asia,2017,4/1/2017,,naked Group,naked Group,,China,Shanghai Municipality,Shanghai,Asia,Vietnam,,,Real Estate,Rental & leasing services,Professional Services,Business Services,20,Yes,1.9,Yes,New,,,,,,Grant Horsfield,Founder,,,Jonathan Seliger,"Chief Executive Officer, naked Hub",,,,,
2948,,,,,Alif,,06/13/2025,Duplicate,2947,,,,,,,,,,,,,,,,,,,Southeast Asia,,4/1/2017,,naked Group,naked Group,,China,Shanghai Municipality,Shanghai,Asia,Vietnam,,,Real Estate,Rental & leasing services,Professional Services,Business Services,20,Yes,1.9,Yes,New,,,,,,,,,,,,,,,,
2949,,,,,Pocut,,06/14/2025,Low,,"In November 2016, naked Group expanded its naked Hub co-working spaces to Singapore as part of a broader regional push funded by Series B financing from Gaw Capital, though no amount of investment was mentioned. No further information on the event, hence marked as low confidence.",Announced,,,,,11/23/2016,,Industry & Trade/Ser,Business Services,https://technode.com/2016/11/23/naked-hub-series-b/,,,,https://technode.com/2016/11/23/naked-hub-series-b/,,,,Southeast Asia,2016,11/1/2016,,naked Group,naked Group,,China,Shanghai Municipality,Shanghai,Asia,Singapore,,,Real Estate,Rental & leasing services,Professional Services,Business Services,20,Yes,1.9,Yes,New,,,,,,Grant Horsfield,Founder,,,Jonathan Seliger,"Chief Executive Officer, naked Hub",,,,,
2950,,,,,Pocut,,06/14/2025,Unknown,,"Insufficient information. There is no information while searching using keywrods such as ""Jiangxi Copper"", ""Investment"", ""Singapore"", ""2013"". No link was provided on the original data source either. ",Unknown,,,,,,,Energy,Energy Mining,,,,,,,,,Southeast Asia,,12/1/2013,,Jiangxi Copper,Jiangxi Copper,,China,Jiangxi,Guixi,Asia,Singapore,,Metals,"Copper, nickel, lead, & zinc mining",Physical Sciences,"Sales, Marketing & Support",9,No,1.9,Yes,New,,,,,,,,,,,,,,,,,
2951,,,,,,,,,,Changed name to Russian Federation,,,,,,,,,,,,,,,,,,Northern Asia,,7/1/2019,,Leyard Optoelectronic,Leyard Optoelectronic,,China,Beijing Municipality,Beijing,Europe,Russian Federation,,Electronic components,Electric lighting equipment,ICT & Electronics,"Sales, Marketing & Support",13,Yes,1.8,Yes,New,Opened,,,,https://www.avinteractive.com/news/business/leyard-relocated-emea-hq-opens-showrooms-02-07-2019/,,,,,,,,,,,,
2952,,,,,,,,,,Changed name to United Arab Emirates,,,,,,,,,,,,,,,,,,Middle East,,6/1/2019,,Wellhead Solutions,Wellhead Solutions,,China,Chongqing Municipality,Chongqing,Asia,United Arab Emirates,,Industrial equipment,"Agriculture, construction, & mining machinery",Energy,"Sales, Marketing & Support",5,Yes,1.8,Yes,New,Opened,,Middle East,,http://www.tradearabia.com/news/OGN_355383.html,,,,,,,,,,,,
2953,,,,,,,,,,Changed name to United Arab Emirates,,,,,,,,,,,,,,,,,,Middle East,,2/1/2019,,MGI,BGI (Beijing Genomics Institute),,China,Guangdong,Shenzhen,Asia,United Arab Emirates,,Industrial equipment,Measuring & control instruments,Life sciences,"Sales, Marketing & Support",5,Yes,1.8,Yes,New,Announced,,"UAE, Qatar, and Saudi Arabia",,http://en.mgitech.cn/article/detail/globalgenomicsleadermgiexpandsinmiddleeast.html,,,,,,,,,,,,
2954,,,,,Naufal,,06/14/2025,Unknown,,Insufficient information. No particular information of a project in the specific period can be found or defined,Unknown,,,,,,,,,,,,,,,,,South Asia,,11/1/2017,,Comio,Comio,,China,Guangdong,Shenzhen,Asia,India,,Communications,Communications equipment,ICT & Electronics,"Design, Development & Testing",20,No,1.8,Yes,New,,"Sanjay Kumar Kalirona chief executive officer (India)""We have been here for just two months but we have seen traction for our products.""",,,,Sanjay Kumar Kalirona,Director (India),,,,,,,,,,
2955,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Asia,,8/1/2017,,XCMG Construction Machinery,XCMG Construction Machinery,,China,Jiangsu,Xuzhou,Asia,Kazakhstan,,"Industrial Machinery, Equipment & Tools","Agriculture, construction, & mining machinery",Construction,"Sales, Marketing & Support",16,Yes,1.8,Yes,New,,,,,,,,,,,,,,,,,
2956,,,,,Alif,,03/08/2025,Unknown,,The available information is insufficient. Attempts to search for information in online articles and reports have already been made,Unknown,,,,,,,,,,,,,,,,,Southeast Asia,,6/1/2017,,XCMG Construction Machinery,XCMG Construction Machinery,,China,Jiangsu,Xuzhou,Asia,Indonesia,,"Industrial Machinery, Equipment & Tools","Agriculture, construction, & mining machinery",Construction,"Sales, Marketing & Support",18,Yes,1.8,Yes,New,,,,,,Wang Min,President,,,Hu Xiangyang,"Vice General Manager, Import and Export",,,,,,
2957,,,,,Pocut,,06/14/2025,Medium,,"In Dec 2014, Lanzhou Lanshi opened offices in six more countries, including Singapore. Though no amount of investment was mentioned.",Completed,,,,,,,Energy,Oil and Gas,https://asia.nikkei.com/Business/China-s-Lanzhou-Lanshi-enlarging-foreign-footprint,,,,,https://asia.nikkei.com/Business/China-s-Lanzhou-Lanshi-enlarging-foreign-footprint,,,Southeast Asia,,12/1/2015,,Lanzhou Lanshi Group,Lanzhou Lanshi Group,,China,Gansu,Lanzhou,Asia,Singapore,,"Industrial Machinery, Equipment & Tools",All other industrial machinery,Industrial,"Sales, Marketing & Support",16,Yes,1.8,Yes,New,,,,,,,,,,,,,,,,,
2958,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Asia,,12/1/2015,,Lanzhou Lanshi Group,Lanzhou Lanshi Group,,China,Gansu,Lanzhou,Asia,Turkmenistan,,"Industrial Machinery, Equipment & Tools",All other industrial machinery,Industrial,"Sales, Marketing & Support",16,Yes,1.8,Yes,New,,,,,,,,,,,,,,,,,
2959,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Asia,,2/1/2015,,Recon Technology,Recon Technology,,China,Beijing Municipality,Beijing,Asia,Kazakhstan,,,"Industrial Machinery, Equipment & Tools","Boiler, tank, & shipping container",Energy,"Sales, Marketing & Support",16,Yes,1.8,Yes,New,,,,,,Gunagqiang Chen,Chief Executive Officer,,,,,,,,,
2960,,TR,,ok,Zaky,,03/09/2025,Unknown,,Just information that they want to expand to Sri Lanka,,,,,,,,,,,,,,,,,https://global.chinadaily.com.cn/a/201407/29/WS5a2fd387a3108bc8c672a6c1.html,South Asia,,7/1/2014,,IFE Elevator (Dong Guan),IFE Elevator (Dong Guan),,China,Guangdong,Dongguan,Asia,Sri Lanka,,"Industrial Machinery, Equipment & Tools",General purpose machinery,Industrial,"Sales, Marketing & Support",16,Yes,1.8,Yes,New,,,,,,Xin Quanzhong,Chief Operating Officer,,,,,,,,,,
2961,,,,,Pocut,,03/22/2025,Medium,,"October 5, 2013 that company officials of IFE Elevators Philippines Inc.opened the Cebu branch at Pacific Square Building at F. Cabahug Street, Philippines. No amount of investment was mentioned.",Completed,,,,,,10/05/2013,Industry & Trade/Ser,Manufacturing,https://www.philstar.com/the-freeman/cebu-business/2013/10/28/1250346/elevator-company-finds-cebu-ideal-expansion,,,,,https://www.philstar.com/the-freeman/cebu-business/2013/10/28/1250346/elevator-company-finds-cebu-ideal-expansion,,,Southeast Asia,,10/1/2013,,IFE Elevator (Dong Guan),IFE Elevator (Dong Guan),,China,Guangdong,Dongguan,Asia,Philippines,,"Industrial Machinery, Equipment & Tools",General purpose machinery,Industrial,"Sales, Marketing & Support",16,Yes,1.8,Yes,New,,"Manuel Carlos Ilagan, chief executive officer of IFE Elevators Philippines, said: ""Seeing robust construction here, we wanted to take part of the slice of Cebu's requirement"".IFE Elevator executive manager Jason Bai said: ""Strong economic growth has been posted in Southeast Asia and the Philippines is one of those attractive markets to do business in"".",,,,Manuel Carlos Ilagan,"Chief Executive Officer, IFE Elevators Philippines",,,,,,,,,,
2962,,,,,Zaky,,06/27/2025,Low,,"The information about the companies is very limited, i am not find their official website, just the some marketplace website that seems not familiar. In the short description they said Muyang Group have RnD center in Japan",Completed,,,,,,,Industry & Trade/Ser,Business Services,https://www.stonecontact.com/suppliers-97773/muyang-group,,,,,,https://www.stonecontact.com/suppliers-97773/muyang-group,,East Asia,,9/1/2013,,Muyang Group,Muyang Group,,China,Jiangsu,Yangzhou,Asia,Japan,,"Industrial Machinery, Equipment & Tools",Food product machinery,"Food, Beverages & Tobacco","Sales, Marketing & Support",11,Yes,1.8,Yes,New,,,,,,Ludi Qu,Vice General Manager (Asia-Pacific),,,,,,,,,,
2963,,,,,Zaky,,06/10/2025,Unknown,,"Changed to Korea, Rep
Very limited information, the company is exist and appear in the Google. But, no information related to their activities in SK available",,,,,,,,,,,,,,,,,,East Asia,,5/1/2013,,Muyang Group,Muyang Group,,China,Jiangsu,Yangzhou,Asia,"Korea, Rep.",,"Industrial Machinery, Equipment & Tools",Food product machinery,"Food, Beverages & Tobacco","Sales, Marketing & Support",16,Yes,1.8,Yes,New,,,,,,Ludi Qu,Vice General Manager (Asia-Pacific),,,,,,,,,,
2964,,,,,Alif,,03/08/2025,Irrelevant,,Supply 108 silos equipment to PT Tiga Pilar. This activity/action is not identified as a greenfield investment,Announced,,,,,,,,,https://investor.id/industry-trade/36621/investasi-us22-juta-tiga-pilar-bangun-pabrik-beras,,,,,,,,Southeast Asia,,2/1/2013,,Muyang Group,Muyang Group,,China,Jiangsu,Yangzhou,Asia,Indonesia,,"Industrial Machinery, Equipment & Tools",Food product machinery,"Food, Beverages & Tobacco","Sales, Marketing & Support",20,Yes,1.8,Yes,New,,,,,,Ludi Qu,Vice General Manager (Asia-Pacific),,,,,,,,,,
2965,,TR,,ok,Zaky,,03/14/2025,Low,,"1. Changed name to Taiwan, China
2. Just a statement that AMEC Taiwan established since 2007",Completed,,,,,,01/01/2007,Industry & Trade/Ser,Manufacturing,https://www.amec-inc.com/en/index/Lists/show/catid/4/id/493.html,,,,,https://www.amec-inc.com/en/index/Lists/show/catid/4/id/493.html,https://www.amec-inc.com/en/index/Lists/show/catid/4/id/493.html,,East Asia,,8/1/2011,,Advanced Micro-Fabrication Equipment (AMEC),Advanced Micro-Fabrication Equipment (AMEC),,China,Shanghai Municipality,Shanghai,Asia,"Taiwan, China",,,"Industrial Machinery, Equipment & Tools",Semiconductor machinery,ICT & Electronics,"Sales, Marketing & Support",16,Yes,1.8,Yes,Expansion,,,,,,Gerald Yin,Chief Executive Officer,,,,,,,,,
2966,,,,,Pocut,,06/14/2025,Unknown,,"Insufficient information. There is no information while searching using keywrods such as ""Shanghai Zhenhua"", ""Investment"", ""Singapore"", ""2008"". No link was provided on the original data source either. ",Unknown,,,,,,,Industry & Trade/Ser,Manufacturing,,,,,,,,,Southeast Asia,,7/1/2008,,Shanghai Zhenhua Port Machinery,Shanghai Zhenhua Port Machinery,,China,Shanghai Municipality,Shanghai,Asia,Singapore,,,"Industrial Machinery, Equipment & Tools","Boiler, tank, & shipping container",Industrial,"Sales, Marketing & Support",16,Yes,1.8,Yes,New,,,,,,,,,,,,,,,,
2967,,,,,Alif,,06/13/2025,Unknown,,The available information is insufficient. Attempts to search for information in online articles and reports have already been made,Unknown,,,,,,,,,,,,,,,,,Southeast Asia,,6/1/2008,,Ningbo Haitian International,Ningbo Haitian International,,China,Zhejiang,Ningbo,Asia,Vietnam,,"Industrial Machinery, Equipment & Tools",Plastics & rubber industry machinery,Physical Sciences,"Sales, Marketing & Support",22,Yes,1.8,Yes,New,,,,,,,,,,,,,,,,,
2968,,,,,Pocut,,06/14/2025,Unknown,,"Insufficient information. There is no information while searching using keywrods such as ""Keli Electric Manufacturing"", ""Investment"", ""Singapore"", ""2008"". No link was provided on the original data source either. ",Unknown,,,,,,,Industry & Trade/Ser,Manufacturing,,,,,,,,,Southeast Asia,,5/1/2008,,Keli Electric Manufacturing (Ningbo),Keli Electric Manufacturing (Ningbo),,China,Zhejiang,Ningbo,Asia,Singapore,,"Industrial Machinery, Equipment & Tools",Power transmission equipment,Industrial,"Sales, Marketing & Support",16,Yes,1.8,Yes,New,,,,,,,,,,,,,,,,,
2969,,,,,Zaky,,06/27/2025,Medium,,Open new offices in Japan (the first overseas branch). No information regarding the amount of investment,Completed,,,,,,1/18/2019,Industry & Trade/Ser,Business Services,https://china.legalbusinessonline.com/node/77119,,,,,https://china.legalbusinessonline.com/node/77119,https://china.legalbusinessonline.com/node/77119,,East Asia,,1/1/2019,,Jincheng Tongda & Neal,Jincheng Tongda & Neal,,China,Beijing Municipality,Beijing,Asia,Japan,,Business services,Legal services,Professional Services,Business Services,10,No,1.7,Yes,New,Opened,,,,https://www.legalbusinessonline.com/news/beijing%E2%80%99s-jtn-opens-new-overseas-office-tokyo%EF%BC%88%E5%8F%8C%E8%AF%AD%EF%BC%89/77119,,,,,,,,,,,,
2970,,,,,,,,,,Changed name to Türkiye,,,,,,,,,,,,,,,,,,Middle East,,11/1/2005,,Weihai Textiles,Weihai Textiles GROUP,,China,Shandong,Weihai,Asia,Türkiye,,Textiles,Clothing & clothing accessories,"Wood, Apparel & Related Products","Sales, Marketing & Support",17,Yes,1.7,Yes,New,,,,,,,,,,,,,,,,,
2971,,,,,Alif,,03/27/2025,Unknown,,The available information is insufficient. Attempts to search for information in online articles and reports have already been made,Unknown,,,,,,,,,,,,,,,,,Southeast Asia,,12/1/2017,,Wilson Associates,East China Construction Group,,China,Shanghai Municipality,Shanghai,Asia,Thailand,,,Business Services,Specialised design services,Creative Industries,Business Services,18,Yes,1.6,Yes,New,,,,,,Ong-Art Ngamnarongkij,Director (Bangkok),,,,,,,,,
2972,,,,,Alif,,03/27/2025,Medium,,Opened its Bangkok office to support brands in Southeast Asia targeting Chinese audiences living in Asia. Information regarding the amount of investment is unavailable.,Completed,,,,,07/26/2016,07/26/2016,Industry & Trade/Ser,Business Services,https://www.pr.com/press-release/680898,,,,https://www.pr.com/press-release/680898,https://www.pr.com/press-release/680898,https://www.pr.com/press-release/680898,,Southeast Asia,2016,7/1/2016,,Digital Jungle,Digital Jungle,,China,Beijing Municipality,Beijing,Asia,Thailand,,,Business Services,"Advertising, PR, & related",Creative Industries,Business Services,18,Yes,1.6,Yes,New,,,,,,Mathew McDougall,Chief Executive Officer,,,,,,,,,
2973,,,,,Naufal,,06/14/2025,Low,,"In May 2015, Gionee announed plans to build manufacturing plant in India with a US$ 50 million investment. No further updates since. Hence, considered as low confidence",Announced,50,,No,,04/06/2015,,Industry & Trade/Ser,Manufacturing,https://telecom.economictimes.indiatimes.com/news/devices/india-to-become-manufacturing-hub-for-saarc-african-nations-gionee/46822800,https://telecom.economictimes.indiatimes.com/news/devices/india-to-become-manufacturing-hub-for-saarc-african-nations-gionee/46822800,,,https://telecom.economictimes.indiatimes.com/news/devices/india-to-become-manufacturing-hub-for-saarc-african-nations-gionee/46822800,,https://telecom.economictimes.indiatimes.com/news/devices/india-to-become-manufacturing-hub-for-saarc-african-nations-gionee/46822800,,South Asia,2015,4/1/2015,,Gionee Communication Equipment,Gionee Communication Equipment,,China,Guangdong,Shenzhen,Asia,India,,Communications,Communications equipment,ICT & Electronics,"Design, Development & Testing",18,No,1.6,Yes,Expansion,,,,,,William Lu,President,,,,,,,,,,
2974,,,,,Pocut,,06/14/2025,Medium,,"In February 2012, Baidu established the Baidu-I2R Research Centre in Singapore in partnership with A*STAR’s I2R, though no amount of investment was mentioned",Completed,,,,,,02/24/2012,ICT,ICT Services,https://www.mfa.gov.sg/Overseas-Mission/Shanghai/Mission-Updates/2012/02/press_20120224,,,,https://www.mfa.gov.sg/Overseas-Mission/Shanghai/Mission-Updates/2012/02/press_20120224,,,,Southeast Asia,,2/1/2012,,Baidu,Baidu,,China,Beijing Municipality,Beijing,Asia,Singapore,,,Software & IT services,Internet publishing & broadcasting & web search,ICT & Electronics,"Design, Development & Testing",20,No,1.6,Yes,New,,,,,,Wang Mengqiu,"Vice President, Engineering",,,,,,,,,
2975,,,,,,,,,,Changed name to Russian Federation,,,,,,,,,,,,,,,,,,Northern Asia,,8/1/2019,,Jiangsu Soho International Group,Jiangsu Soho International Group,,China,Jiangsu,Nanjing,Europe,Russian Federation,,Textiles,Clothing & clothing accessories,Consumer Goods,Manufacturing,150,No,1.5,No,New,Opened,,"Russia, Europe",,https://ru.investinrussia.com/news/16088-kitaiskii-proizvoditel-odezhdy-dlia-brendov-ostin,,,,,,,,,,,,
2976,,,,,Naufal,,06/14/2025,Low,,"In December 2018, Louvre Group Hotel announced its plan to expand to India. No details or investment amount can be found. Hence, considered as low confidence",Announced,,,,,12/03/2018,,Industry & Trade/Ser,Hospitality and Tourism,https://economictimes.indiatimes.com/industry/services/hotels-/-restaurants/sarovar-hotels-to-open-17-properties-next-year-considering-international-expansion-to-markets-beyond-africa/articleshow/66921003.cms,,,,https://economictimes.indiatimes.com/industry/services/hotels-/-restaurants/sarovar-hotels-to-open-17-properties-next-year-considering-international-expansion-to-markets-beyond-africa/articleshow/66921003.cms,,https://economictimes.indiatimes.com/industry/services/hotels-/-restaurants/sarovar-hotels-to-open-17-properties-next-year-considering-international-expansion-to-markets-beyond-africa/articleshow/66921003.cms,,South Asia,2018,12/1/2018,,Louvre Hotels,Shanghai Jin Jiang International Hotels,,China,Shanghai Municipality,Shanghai,Asia,India,,Hotels & tourism,Accommodation,Tourism,"Sales, Marketing & Support",16,Yes,1.5,Yes,New,Announced,,,,https://economictimes.indiatimes.com/industry/services/hotels-/-restaurants/sarovar-hotels-to-open-17-properties-next-year-considering-international-expansion-to-markets-beyond-africa/articleshow/66921003.cms,,,,,,,,,,,,
2977,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Asia,,7/1/2018,,Shanghai Greenland Group,Shanghai Greenland Group,,China,Shanghai Municipality,Shanghai,Asia,Kazakhstan,,Food & Beverages,Grains & oilseed,Agribusiness,Manufacturing,5,Yes,1.5,No,New,Announced,,China,,https://en.trend.az/casia/kazakhstan/2934241.html,Zhang Yan Qiu,General Director,,,,,,,,,,
2978,,TR,,ok,Zaky,,03/02/2025,High,,,Completed,2.8,,No,,08/09/2018,01/01/2019,Industry & Trade/Ser,Manufacturing,https://propakistani.pk/2018/08/09/hisense-officially-enters-pakistani-market-with-its-locally-produced-led-laser-tvs/amp/,https://propakistani.pk/2018/08/09/hisense-officially-enters-pakistani-market-with-its-locally-produced-led-laser-tvs/amp/,,,https://propakistani.pk/2018/08/09/hisense-officially-enters-pakistani-market-with-its-locally-produced-led-laser-tvs/amp/,https://propakistani.pk/2018/08/09/hisense-officially-enters-pakistani-market-with-its-locally-produced-led-laser-tvs/amp/,,,South Asia,2018,7/1/2018,,Hisense,Hisense,,China,Shandong,Qingdao,Asia,Pakistan,,Consumer electronics,Audio & video equipment (Consumer electronics),Consumer Goods,Manufacturing,100,No,1.5,No,New,Opened,,,"Hisense, Tri-Angels Electronics",https://tribune.com.pk/story/1776370/2-chinas-tv-brand-sets-assembly-plant-karachi/,,,,,,,,,,,,
2979,,,,,Alif,,03/27/2025,Medium,,Plans to establish D&N&A Co as a strategic partner to expand home-sharing operations and better serve Chinese tourists in Thailand (plan to launched in third quarter of 2018). Information regarding the amount of investment is unavailable.,Announced,,,,,03/01/2018,,Industry & Trade/Ser,Hospitality and Tourism,https://www.bangkokpost.com/business/1436886/xiaozhu-plans-to-broaden-home-sharing-ops,,,,https://www.bangkokpost.com/business/1436886/xiaozhu-plans-to-broaden-home-sharing-ops,,https://www.bangkokpost.com/business/1436886/xiaozhu-plans-to-broaden-home-sharing-ops,,Southeast Asia,2018,3/1/2018,,Xiaozhu,Xiaozhu,,China,Beijing Municipality,Beijing,Asia,Thailand,,Hotels & tourism,Travel arrangement & reservation services,Tourism,"Sales, Marketing & Support",16,Yes,1.5,Yes,New,Announced,,South-east Asia,,https://www.bangkokpost.com/business/tourism-and-transport/1436886/xiaozhu-plans-to-broaden-home-sharing-ops,Michael Sun,Vice President,,,,,,,,,,
2980,,,,,,,,,,Changed name to United Arab Emirates,,,,,,,,,,,,,,,,,,Middle East,,12/1/2015,,Lanzhou Lanshi Group,Lanzhou Lanshi Group,,China,Gansu,Lanzhou,Asia,United Arab Emirates,,"Industrial Machinery, Equipment & Tools",All other industrial machinery,Industrial,"Sales, Marketing & Support",8,Yes,1.5,Yes,New,,,,,,,,,,,,,,,,,
2981,,,,,Naufal,,06/14/2025,Unknown,,Insufficient information. No particular information of a project in the specific period can be found or defined,Unknown,,,,,,,,,,,,,,,,,South Asia,,11/1/2013,,Pals Plush,Pals Plush,,China,Zhejiang,Hangzhou,Asia,India,,Consumer Products,"Dolls, toy, & games",Consumer Goods,Manufacturing,340,No,1.5,No,New,,,,,,Seema Nehra,Director (India),,,,,,,,,,
2982,,,,,,,,,,Changed name to Russian Federation,,,,,,,,,,,,,,,,,,Northern Asia,,1/1/2013,,Wuhan Iron and Steel Co Ltd (Wisco),Wuhan Iron and Steel Co Ltd (Wisco),,China,Hubei,Wuhan,Europe,Russian Federation,,Metals,Iron & steel mills & ferroalloy,Physical Sciences,"Sales, Marketing & Support",9,Yes,1.5,Yes,New,,,,,,,,,,,,,,,,,
2983,,,,,,,,,,Changed name to United Arab Emirates,,,,,,,,,,,,,,,,,,Middle East,,1/1/2010,,Neusoft Group,Neusoft Group,,China,Liaoning,Shenyang,Asia,United Arab Emirates,,Medical Devices,Medical equipment & supplies,Life sciences,"Sales, Marketing & Support",15,Yes,1.5,Yes,New,,,,,,,,,,,,,,,,,
2984,,,,,Pocut,,06/14/2025,Medium,,"In July 2009, Li-Ning opened its Southeast Asia regional headquarters and first overseas flagship badminton store at Ion Orchard, Singapore. However no amount of investment was mentioned.",Completed,,,,,,07/22/2009,Industry & Trade/Ser,Textiles,https://www.chinadaily.com.cn/business/2009-07/22/content_8459692.htm,,,,,https://www.chinadaily.com.cn/business/2009-07/22/content_8459692.htm,,,Southeast Asia,,7/1/2009,,Li Ning,Li Ning,,China,Shanghai Municipality,Shanghai,Asia,Singapore,,,Textiles,Clothing & clothing accessories,"Wood, Apparel & Related Products","Sales, Marketing & Support",67,Yes,1.5,Yes,New,,,,,,Yik Kay Chong,Chief Financial Officer,,,,,,,,,
2985,,,,,Alif,,03/27/2025,Unknown,,The available information is insufficient. Attempts to search for information in online articles and reports have already been made,Unknown,,,,,,,,,,,,,,,,,Southeast Asia,,2/1/2009,,Qianfeng (QDM),Qianfeng (QDM),,China,Jiangsu,Changzhou,Asia,Thailand,,Wood Products,Wood products,"Wood, Apparel & Related Products",Manufacturing,23,No,1.5,No,New,,,,,,,,,,,,,,,,,
2986,,,,,Alif,,06/13/2025,Unknown,,The available information is insufficient. Attempts to search for information in online articles and reports have already been made,Unknown,,,,,,,,,,,,,,,,,Southeast Asia,,11/1/2008,,Tianshi Group,Tianshi Group,,China,Beijing Municipality,Beijing,Asia,Vietnam,,,Consumer Products,"Cosmetics, perfume, personal care & household products",Consumer Goods,Manufacturing,19,Yes,1.5,No,New,,,,,,,,,,,,,,,,
2987,,,,,,,,,,Changed name to Russian Federation,,,,,,,,,,,,,,,,,,Northern Asia,,12/1/2007,,Mindray Medical International,Mindray Medical International,,China,Guangdong,Shenzhen,Europe,Russian Federation,,Medical Devices,Medical equipment & supplies,Life sciences,"Sales, Marketing & Support",15,Yes,1.5,Yes,New,,,,,,Li Xiting,Chief Executive Officer,,,,,,,,,,
2988,,,,,Alif,,03/08/2025,Unknown,,The available information is insufficient. Attempts to search for information in online articles and reports have already been made,Unknown,,,,,,,,,,,,,,,,,Southeast Asia,,5/1/2006,,ZTE,ZTE,,China,Guangdong,Shenzhen,Asia,Indonesia,,Communications,Wireless telecommunication carriers,ICT & Electronics,Education & Training,10,Yes,1.5,No,New,,,,,,,,,,,,,,,,,
2989,,,,,Naufal,,06/14/2025,Unknown,,Insufficient information. No particular information of a project in the specific period can be found or defined,Unknown,,,,,,,,,,,,,,,,,South Asia,,8/1/2015,,Triangle Group,Triangle Group,,China,Shandong,Weihai,Asia,India,,Rubber,Tyres,Transport Equipment,"Sales, Marketing & Support",16,Yes,1.4,Yes,New,,,,,,,,,,,,,,,,,
2990,,,,,Pocut,,03/12/2025,High,,"In March 2015, Shanghai STEP Electric Corporation and EITA-Schneider formed a 50:50 joint venture with an initial paid-up capital of RM500,000 ($0.1 million) to produce elevator control systems for Southeast Asian and Middle Eastern markets. Conversion rate is 1 USD=4.495971 MYR)",Announced,0.1,,Yes,50,03/09/2015,,Industry & Trade/Ser,Manufacturing,https://theedgemalaysia.com/article/eita-forms-jv-shanghai-step-provide-elevator-control-systems,https://theedgemalaysia.com/article/eita-forms-jv-shanghai-step-provide-elevator-control-systems,,https://theedgemalaysia.com/article/eita-forms-jv-shanghai-step-provide-elevator-control-systems,https://theedgemalaysia.com/article/eita-forms-jv-shanghai-step-provide-elevator-control-systems,,,,Southeast Asia,2015,3/1/2015,,Shanghai STEP Electric Corporation,Shanghai STEP Electric Corporation,,China,Shanghai Municipality,Shanghai,Asia,Malaysia,,,"Industrial Machinery, Equipment & Tools",General purpose machinery,Industrial,Manufacturing,11,Yes,1.4,No,New,,,,,,,,,,,,,,,,
2991,,,,,Pocut,,03/12/2025,Unknown,,"Insufficient Information. No information come up upon searching with keywords such as ""Industrial And Commercial Bank of China"", ""Malaysia"", ""2012"". There was no link source provided in original data.",Unknown,,,,,,,Financial Sector,Banking Institutions,,,,,,,,,Southeast Asia,,11/1/2012,,Industrial And Commercial Bank Of China (Malaysia),Industrial and Commercial Bank of China (ICBC),,China,Beijing Municipality,Beijing,Asia,Malaysia,,,Financial Services,Retail banking,Financial Services,Business Services,18,No,1.4,Yes,New,,,,,,Xie Shaoxiong,Deputy Chief Executive Officer,,,,,,,,,
2992,,,,,Zaky,,06/08/2025,Unknown,,"Changed to Korea, Rep
Inadequate information. Effort to search from annual report, online reports, and website have been made",,,,,,,,,,,,,,,,,,East Asia,,12/1/2009,,Bluestar Silicones Asia,China National Chemical (ChemChina),,China,Beijing Municipality,Beijing,Asia,"Korea, Rep.",,,Rubber,Rubber hoses & belting,Physical Sciences,"Sales, Marketing & Support",16,Yes,1.4,Yes,New,,,,,,Hiroshi Okamoto,Representative (Japan),,,,,,,,,
